CustID,Choice (0/1),Gender,Amount purchased,Frequency,Last purchase,First purchase,P_History,P_Science,P_Business,P_Educ,P_Health
53400,1,0,274,2,1,2,0,0,1,0,0
53401,1,0,53,2,1,2,0,0,0,0,1
53402,1,0,187,2,1,2,0,0,0,0,0
53403,1,0,145,2,1,2,0,0,1,0,0
53404,1,0,278,2,1,2,0,0,1,0,0
53405,1,0,183,2,1,2,0,1,0,0,0
53412,1,1,44,2,1,2,0,0,1,0,0
53413,1,1,70,2,1,2,0,0,0,0,0
53414,1,1,310,2,1,2,0,0,0,0,0
53415,1,1,291,2,1,2,0,0,0,0,1
53416,1,1,22,2,1,2,0,0,0,0,1
53417,1,1,216,2,1,2,0,0,0,0,0
53418,1,1,34,2,1,2,0,0,0,0,1
53419,1,1,41,2,1,2,0,0,0,0,1
53420,1,1,183,2,1,2,0,0,1,0,0
53441,1,1,444,28,10,82,1,1,1,3,2
53443,1,0,220,28,7,70,1,0,0,1,2
53445,1,1,273,30,9,68,1,3,0,1,1
53446,1,1,255,6,11,68,1,2,2,2,3
53448,1,1,184,10,10,66,1,2,1,1,3
53453,1,0,376,4,10,60,1,2,2,3,1
53456,1,0,406,8,10,58,1,0,3,2,1
53464,1,1,292,12,7,52,1,1,1,0,3
53465,1,1,232,8,8,52,1,2,2,0,0
53471,1,0,169,4,11,50,1,0,2,4,3
53472,1,1,338,4,12,50,1,4,1,1,2
53474,1,1,331,10,7,48,1,0,1,0,2
53477,1,0,165,2,11,48,1,0,3,2,0
53482,1,0,155,30,6,44,1,0,3,0,0
53487,1,1,396,12,9,44,1,2,2,0,1
53491,1,1,282,16,6,42,1,1,0,0,2
53498,1,1,261,14,7,40,1,1,0,0,4
53504,1,0,212,16,5,38,1,0,1,2,0
53505,1,0,257,20,6,38,1,0,0,0,1
53506,1,0,345,14,6,38,1,1,1,0,2
53508,1,1,115,8,7,38,1,2,1,1,2
53516,1,1,176,20,3,36,1,0,1,0,1
53519,1,1,233,16,4,36,1,0,0,1,0
53520,1,0,198,16,5,36,1,0,1,1,2
53521,1,1,216,14,5,36,1,0,1,0,3
53523,1,1,361,6,6,36,1,0,2,0,2
53530,1,0,227,30,2,34,1,0,0,0,1
53537,1,0,259,14,7,34,1,0,3,0,1
53538,1,1,219,10,7,34,1,1,1,0,1
53539,1,0,280,10,8,34,1,1,4,0,0
53540,1,1,400,10,10,34,1,0,1,1,3
53542,1,1,303,28,2,32,1,0,0,0,1
53547,1,1,224,10,4,32,1,1,1,0,1
53551,1,0,299,6,5,32,1,2,1,1,0
53554,1,0,418,16,8,32,1,1,1,2,3
53555,1,1,165,12,8,32,1,2,1,2,1
53558,1,1,386,4,11,32,1,2,2,1,1
53559,1,0,262,6,12,32,1,2,1,3,3
53561,1,1,262,30,1,30,1,0,0,0,0
21624,0,0,271,12,2,14,0,1,1,0,0
21625,0,0,124,12,2,14,0,1,1,0,0
21628,0,1,33,12,2,14,0,1,0,1,0
21629,0,1,239,12,2,14,0,1,0,1,0
21630,0,1,57,12,2,14,0,0,1,0,0
21631,0,0,247,10,2,14,0,1,1,0,0
21633,0,1,57,10,2,14,0,0,2,0,0
21634,0,1,49,10,2,14,0,0,0,1,0
21635,0,1,79,10,2,14,0,0,2,0,0
21636,0,1,67,10,2,14,0,0,1,0,0
21637,0,1,276,10,2,14,0,0,0,1,1
21638,0,1,230,10,2,14,0,0,1,0,1
21639,0,1,268,10,2,14,0,1,0,1,0
21641,0,0,60,8,2,14,0,0,2,0,0
21642,0,0,89,8,2,14,0,0,0,0,1
21643,0,1,263,8,2,14,0,0,1,1,0
21644,0,1,117,8,2,14,0,0,0,2,0
21645,0,1,202,8,2,14,0,1,0,0,0
21646,0,1,113,8,2,14,0,0,2,0,0
21647,0,0,156,6,2,14,0,0,1,0,0
21649,0,1,80,6,2,14,0,1,0,1,0
21650,0,1,157,6,2,14,0,0,2,0,0
21651,0,1,186,6,2,14,0,0,1,0,1
21652,0,1,95,6,2,14,0,0,2,0,0
21657,0,0,147,12,1,12,0,1,0,0,0
21658,0,0,168,12,1,12,0,0,0,1,0
21659,0,0,77,12,1,12,0,0,0,0,0
21660,0,0,142,12,1,12,0,0,0,1,0
21661,0,0,191,12,1,12,0,0,0,0,0
21662,0,0,180,12,1,12,0,0,0,1,0
21663,0,0,263,12,1,12,0,0,1,0,0
21664,0,0,181,12,1,12,0,0,0,1,0
21665,0,0,298,12,1,12,0,0,0,1,0
21666,0,0,132,12,1,12,0,0,0,0,1
21667,0,0,166,12,1,12,0,0,1,0,0
21668,0,0,275,12,1,12,0,0,0,1,0
21669,0,0,263,12,1,12,0,0,1,0,0
21677,0,1,123,12,1,12,0,1,0,0,0
21678,0,1,284,12,1,12,0,0,0,0,0
21679,0,1,206,12,1,12,0,0,0,0,1
21680,0,1,98,12,1,12,0,0,0,0,1
21681,0,1,118,12,1,12,0,0,0,0,1
21682,0,1,210,12,1,12,0,0,0,1,0
21683,0,1,88,12,1,12,0,0,1,0,0
21684,0,1,249,12,1,12,0,0,0,0,0
21685,0,1,228,12,1,12,0,0,0,0,1
21686,0,1,170,12,1,12,0,0,1,0,0
21687,0,1,113,12,1,12,0,0,1,0,0
21688,0,1,237,12,1,12,0,0,0,0,0
21689,0,1,16,12,1,12,0,0,1,0,0
21690,0,1,115,12,1,12,0,1,0,0,0
21691,0,1,124,12,1,12,0,1,0,0,0
21692,0,1,78,12,1,12,0,0,1,0,0
21693,0,1,297,12,1,12,0,0,0,1,0
21694,0,1,32,12,1,12,0,0,0,1,0
21695,0,1,67,12,1,12,0,0,1,0,0
21696,0,1,176,12,1,12,0,1,0,0,0
21697,0,1,222,12,1,12,0,0,0,1,0
21698,0,1,93,12,1,12,0,1,0,0,0
21699,0,1,262,12,1,12,0,0,0,1,0
21700,0,1,189,12,1,12,0,0,0,1,0
21701,0,1,36,12,1,12,0,0,1,0,0
21702,0,1,292,12,1,12,0,0,1,0,0
21703,0,1,114,12,1,12,0,0,0,0,1
21704,0,1,296,12,1,12,0,0,1,0,0
21705,0,1,297,12,1,12,0,0,0,0,1
21706,0,1,247,12,1,12,0,1,0,0,0
21707,0,1,199,12,1,12,0,0,0,0,0
21708,0,1,157,12,1,12,0,0,0,0,0
21709,0,1,27,12,1,12,0,1,0,0,0
21710,0,1,38,12,1,12,0,1,0,0,0
21711,0,1,96,12,1,12,0,0,0,0,0
21712,0,1,70,12,1,12,0,1,0,0,0
21713,0,1,192,12,1,12,0,0,1,0,0
21714,0,1,93,12,1,12,0,0,1,0,0
21715,0,1,244,12,1,12,0,0,1,0,0
21716,0,1,118,12,1,12,0,0,1,0,0
21717,0,1,51,12,1,12,0,0,0,0,0
21718,0,0,81,10,2,12,0,1,0,1,0
21719,0,0,108,10,2,12,0,0,1,1,0
21720,0,0,37,10,2,12,0,0,1,0,1
21722,0,1,34,10,2,12,0,1,1,0,0
21723,0,1,325,10,2,12,0,0,0,0,0
21724,0,1,248,10,2,12,0,0,0,0,0
21725,0,1,229,10,2,12,0,2,0,0,0
21726,0,1,272,10,2,12,0,1,1,0,0
21727,0,1,154,10,2,12,0,0,0,1,0
21728,0,1,224,10,2,12,0,0,2,0,0
21729,0,1,136,10,2,12,0,0,2,0,0
21733,0,0,244,8,2,12,0,0,2,0,0
21735,0,1,121,8,2,12,0,1,0,0,0
21736,0,1,78,8,2,12,0,0,0,0,1
21738,0,0,149,6,2,12,0,1,0,1,0
21739,0,0,189,6,2,12,0,1,0,0,1
21740,0,1,143,4,2,12,0,0,0,1,1
21741,0,1,96,4,2,12,0,0,0,0,1
21742,0,1,250,4,2,12,0,1,1,0,0
21743,0,1,328,4,3,12,0,0,1,1,1
21754,0,0,121,10,1,10,0,0,1,0,0
21755,0,0,254,10,1,10,0,0,0,0,1
21756,0,0,21,10,1,10,0,0,0,1,0
21757,0,0,151,10,1,10,0,0,0,1,0
21758,0,0,305,10,1,10,0,0,0,0,1
21759,0,0,257,10,1,10,0,0,0,0,0
21760,0,0,105,10,1,10,0,0,1,0,0
21761,0,0,42,10,1,10,0,0,0,0,0
21774,0,1,82,10,1,10,0,0,0,0,0
21775,0,1,81,10,1,10,0,0,0,0,0
21776,0,1,314,10,1,10,0,0,0,0,1
21777,0,1,202,10,1,10,0,1,0,0,0
21778,0,1,30,10,1,10,0,0,1,0,0
21779,0,1,186,10,1,10,0,0,1,0,0
21780,0,1,166,10,1,10,0,0,0,0,0
21781,0,1,123,10,1,10,0,1,0,0,0
21782,0,1,130,10,1,10,0,0,0,1,0
21783,0,1,158,10,1,10,0,0,1,0,0
21784,0,1,238,10,1,10,0,0,1,0,0
21785,0,1,284,10,1,10,0,0,1,0,0
21786,0,1,222,10,1,10,0,1,0,0,0
21787,0,1,133,10,1,10,0,0,0,1,0
21788,0,1,182,10,1,10,0,0,0,0,0
21789,0,1,151,10,1,10,0,0,1,0,0
21790,0,1,200,10,1,10,0,0,0,1,0
21791,0,1,232,10,1,10,0,0,0,1,0
21792,0,1,71,10,1,10,0,0,0,0,0
21793,0,1,273,10,1,10,0,0,1,0,0
21794,0,1,201,10,1,10,0,0,1,0,0
21795,0,1,188,10,1,10,0,0,0,0,1
21796,0,1,273,10,1,10,0,0,1,0,0
21797,0,1,93,10,1,10,0,0,0,0,1
21798,0,1,169,10,1,10,0,0,1,0,0
21799,0,1,295,10,1,10,0,1,0,0,0
21800,0,1,290,10,1,10,0,1,0,0,0
21801,0,1,206,10,1,10,0,0,0,0,0
21802,0,1,293,10,1,10,0,0,0,0,1
21803,0,1,224,10,1,10,0,0,0,0,0
21804,0,1,131,10,1,10,0,0,0,0,0
21805,0,1,280,10,1,10,0,1,0,0,0
21809,0,0,35,6,2,10,0,1,1,0,0
21810,0,1,132,6,2,10,0,1,1,0,0
21811,0,1,65,6,2,10,0,0,2,0,0
21813,0,0,115,4,2,10,0,0,1,1,0
21814,0,0,144,4,2,10,0,1,0,1,0
21816,0,0,94,2,2,10,0,0,1,0,1
21817,0,0,44,2,2,10,0,0,0,1,1
21820,0,1,78,2,2,10,0,1,1,0,0
21821,0,1,81,4,3,10,0,0,1,0,1
21828,0,0,176,8,1,8,0,0,1,0,0
21829,0,0,148,8,1,8,0,0,1,0,0
21830,0,0,96,8,1,8,0,0,1,0,0
21831,0,0,123,8,1,8,0,0,0,0,1
21832,0,0,295,8,1,8,0,0,1,0,0
21833,0,0,121,8,1,8,0,0,0,0,0
21838,0,1,62,8,1,8,0,0,1,0,0
